Genome_Name	NCBI_ID	Environment	Oxygen_Tolerance	Pathogenicity	Latitude	Longitude
Leeuwenhoekiella_blandensis_MED217	398720	Non-Human, Marine (Other)	Aerobe	NA	41.66667	2.8
Legionella_drancourtii_LLAP12	658187	Non-Human, Soil	Aerobe	Pathogen	NA	NA
Legionella_longbeachae_D_4968	638315	Human, Soil	Aerobe	Pathogen	NA	NA
Legionella_longbeachae_NSW150	661367	Human, Soil	Aerobe	Pathogen	NA	NA
Legionella_pneumophila_2300_99_Alcoy	423212	Human, Soil	Aerobe	Pathogen	38.7054	-0.478
Legionella_pneumophila_Corby	400673	Human, Soil	Aerobe	Pathogen	NA	NA
Legionella_pneumophila_Lens	297245	Human, Soil	Aerobe	Pathogen	NA	NA
Legionella_pneumophila_Paris	297246	Human, Soil	Aerobe	Pathogen	NA	NA
Legionella_pneumophila_pneumophila_Philadelphia_1	272624	Human, Soil	Aerobe	Pathogen	39.951639	-75.163808
Leifsonia_xyli_xyli_CTCB07	281090	Non-Human	Aerobe	Pathogen	NA	NA
Lentisphaera_araneosa_HTCC2155	313628	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Leptospira_biflexa_Patoc_1_Ames	355278	Non-Human, Soil	Aerobe	Pathogen	42.022864	-93.626792
Leptospira_biflexa_Patoc_1_Paris	456481	Non-Human, Soil	Aerobe	Non-Pathogen	NA	NA
Leptospira_borgpetersenii_sv_Hardjo_bovis_JB197	355277	Non-Human, Soil	Aerobe	Pathogen	NA	NA
Leptospira_borgpetersenii_sv_Hardjo_bovis_L550	355276	Human, Soil	Aerobe	Pathogen	NA	NA
Leptospira_interrogans_sv_Copenhageni_Fiocruz_L1_130	267671	Human, Soil	Aerobe	Pathogen	NA	NA
Leptospira_interrogans_sv_Lai_56601	189518	Non-Human, Soil	Aerobe	Pathogen	NA	NA
Leptothrix_cholodnii_SP_6	395495	Non-Human, Soil	Aerobe	NA	42.444589	-76.499268
Leptotrichia_buccalis_DSM_1135	523794	Human, Oral (Gingivae)	Anaerobe	Pathogen	NA	NA
Leptotrichia_goodfellowii_F0264	596323	Human, Oral (Other)	Anaerobe	NA	NA	NA
Leptotrichia_hofstadii_F0254	634994	Human, Oral (Other)	Anaerobe	NA	NA	NA
Leuconostoc_citreum_KM20	349519	Non-Human	Facultative	NA	NA	NA
Leuconostoc_kimchii_IMSNU11154	762051	Non-Human	Facultative	NA	NA	NA
Leuconostoc_mesenteroides_cremoris_ATCC_19254	586220	Human, Gut	Aerobe	NA	NA	NA
Leuconostoc_mesenteroides_mesenteroides_ATCC_8293	203120	Non-Human	Facultative	Pathogen	NA	NA
Limnobacter_sp_MED105	391597	Non-Human, Marine (Other)	NA	NA	32.81	34.69
Listeria_grayi_DSM_20601	525367	Human, Gut	Aerobe	NA	NA	NA
Listeria_innocua_Clip11262	272626	Non-Human, Soil	Facultative	Non-Pathogen	NA	NA
Listeria_monocytogenes_08_5578	653938	Human, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_08_5923	637381	Human, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_10403S	393133	Non-Human, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_1_2a_F6854	267409	Non-Human, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_4b_CLIP_80459	634178	Human, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_4b_F2365	265669	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_4b_H7858	267410	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_EGD_e	169963	Non-Human, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_F6900	393128	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_FSL_F2_515	393116	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_FSL_J1_175	393118	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_FSL_J1_194	393117	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_FSL_J1_208	393119	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_FSL_J2_003	393120	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_FSL_J2_064	393122	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_FSL_J2_071	393121	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_FSL_N1_017	393123	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_FSL_N3_165	393124	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_FSL_R2_503	393125	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_FSL_R2_561	393126	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_Finland_1988	393127	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_HCC23	552536	Non-Human, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_HPB2262	401650	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_J0161	393130	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_J2818	393131	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_monocytogenes_LO28	393132	Human, Gut, Soil, Food	Facultative	Pathogen	NA	NA
Listeria_seeligeri_serovar_1_2b_str_SLCC3954	683837	Non-Human	Facultative	Non-Pathogen	NA	NA
Listeria_welshimeri_sv_6b_SLCC5334	386043	Non-Human, Soil, Food	Facultative	Non-Pathogen	NA	NA
Loktanella_vestfoldensis_SKA53	314232	Non-Human, Marine (Other)	Aerobe	NA	58.94083	11.07944
Lutiella_nitroferrum_2002	279714	Non-Human	NA	NA	NA	NA
Lyngbya_sp_PCC_8106	313612	Non-Human, Marine (Other)	NA	NA	53.71278	8.13611
Lysinibacillus_sphaericus_C3_41	444177	Non-Human, Soil	Aerobe	NA	NA	NA
Macrococcus_caseolyticus_JCSC5402	458233	Non-Human	Facultative	NA	NA	NA
Magnetococcus_sp_MC_1	156889	Non-Human, Marine (Other)	Facultative	Non-Pathogen	41.476883	-71.426451
Magnetospirillum_magneticum_AMB_1	342108	Non-Human	Aerobe	NA	35.689488	139.691706
Magnetospirillum_magnetotacticum_MS_1	272627	Non-Human, Marine (Heterotroph)	Aerobe	NA	NA	NA
Mannheimia_haemolytica_PHL213	272629	Non-Human	Facultative	Pathogen	NA	NA
Mannheimia_haemolytica_serotype_A2_str_BOVINE	669262	Non-Human	Facultative	Pathogen	NA	NA
Mannheimia_haemolytica_serotype_A2_str_OVINE	669261	Non-Human	Facultative	Pathogen	NA	NA
Maricaulis_maris_MCS10	394221	Non-Human	Facultative	Non-Pathogen	47.609106	-122.569354
Marinobacter_algicola_DG893	443152	Non-Human, Marine (Heterotroph)	Aerobe	NA	36	123
Marinobacter_aquaeolei_VT8	351348	Non-Human, Marine (Heterotroph)	Facultative	Non-Pathogen	10.345	107.084
Marinobacter_sp_ELB17	270374	Non-Human, Marine (Heterotroph)	Facultative	NA	-77	-168
Marinomonas_sp_MED121	314277	Non-Human, Marine (Other)	Aerobe	NA	41.66667	2.8
Marinomonas_sp_MWYL1	400668	Non-Human, Marine (Other)	Aerobe	NA	52.9509	0.9329
Mariprofundus_ferrooxydans_PV_1	314345	Non-Human, Marine (Other)	Aerobe	NA	18.95	-155.25
Megasphaera_genomosp_type_1_str_28L	699218	Human, Urogenital (Vaginal)	NA	NA	NA	NA
Meiothermus_ruber_DSM_1279	504728	Non-Human	Obligate aerobe	NA	NA	NA
Meiothermus_silvanus_DSM_9946	526227	Non-Human, Hydrothermal	Aerobe	NA	41.38	-8.32
Mesoplasma_florum_L1	265311	Non-Human	Facultative	Non-Pathogen	NA	NA
Mesorhizobium_loti_MAFF303099	266835	Non-Human	Aerobe	NA	36.565	139.883
Mesorhizobium_opportunistum_WSM2075	536019	Non-Human	Aerobe	NA	-31.530408	116.947875
Metallosphaera_sedula_DSM_5348	399549	Non-Human	Aerobe	Non-Pathogen	40.833	14.15
Methanobrevibacter_ruminantium_M1	634498	Non-Human, Farm	Anaerobe	NA	NA	NA
Methanobrevibacter_smithii_ATCC_35061	420247	Non-Human, Soil	Anaerobe	NA	29.651	-82.325
Methanobrevibacter_smithii_DSM_2375	483214	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Methanocaldococcus_fervens_AG86	573064	Non-Human, Marine (Other)	Anaerobe	NA	28.083612	-111.408692
Methanocaldococcus_infernus_ME	573063	Non-Human, Marine (Other)	Anaerobe	NA	NA	NA
Methanocaldococcus_jannaschii_DSM_2661	243232	Non-Human, Marine (Other)	Obligate anaerobe	NA	NA	NA
Methanocaldococcus_sp_FS406_22	644281	Non-Human, Marine (Other)	NA	NA	23.366667	-44.933333
Methanocaldococcus_vulcanius_M7	579137	Non-Human, Marine (Other)	Anaerobe	NA	NA	NA
Methanocella_paludicola_SANAE	304371	Non-Human	Anaerobe	NA	35.63	139.55
Methanocella_sp_RC_I	351160	Non-Human, Soil	NA	Non-Pathogen	NA	NA
Methanococcoides_burtonii_DSM_6242	259564	Non-Human	Anaerobe	NA	-68.479167	-78.183611
Methanococcus_aeolicus_Nankai_3	419665	Non-Human, Marine (Other)	Anaerobe	NA	33.216667	136.71667
Methanococcus_maripaludis_C5	402880	Non-Human	Obligate anaerobe	Non-Pathogen	NA	NA
Methanococcus_maripaludis_C6	444158	Non-Human	Obligate anaerobe	Non-Pathogen	NA	NA
Methanococcus_maripaludis_C7	426368	Non-Human, Marine (Other)	Obligate anaerobe	NA	NA	NA
Methanococcus_maripaludis_S2	267377	Non-Human	Obligate anaerobe	NA	32.801835	-79.87545
Methanococcus_vannielii_SB	406327	Non-Human, Marine (Other)	Anaerobe	Non-Pathogen	37.690968	-122.310752
Methanococcus_voltae_A3	456320	Non-Human	Anaerobe	NA	NA	NA
Methanocorpusculum_labreanum_Z	410358	Non-Human	Anaerobe	Non-Pathogen	34.107811	-118.599658
Methanoculleus_marisnigri_JR1	368407	Non-Human, Marine (Other)	Anaerobe	Non-Pathogen	NA	NA
Methanohalophilus_mahii_DSM_5219	547558	Non-Human	Anaerobe	NA	41.177	-112.502
Methanopyrus_kandleri_AV19	190192	Non-Human, Marine (Other)	Anaerobe	NA	NA	NA
Methanosaeta_thermophila_PT	349307	Non-Human	Anaerobe	NA	NA	NA
Methanosarcina_acetivorans_C2A	188937	Non-Human, Marine (Other)	Anaerobe	NA	NA	NA
Methanosarcina_barkeri_fusaro	269797	Non-Human	Anaerobe	NA	40.844	14.251
Methanosarcina_mazei_Go1	192952	Human, Soil	Anaerobe	NA	NA	NA
Methanosphaera_stadtmanae_DSM_3091	339860	Human, Gut	Anaerobe	NA	NA	NA
Methanosphaerula_palustris_E1_9c	521011	Non-Human, Soil	Anaerobe	NA	NA	NA
Methanospirillum_hungatei_JF_1	323259	Non-Human	Anaerobe	NA	NA	NA
Methanothermobacter_thermautotrophicus_Delta_H	187420	Non-Human	Obligate anaerobe	NA	40.106649	-88.195627
Methylacidiphilum_infernorum_V4	481448	Non-Human, Hydrothermal	Aerobe	NA	NA	NA
Methylibium_petroleiphilum_PM1	420662	Non-Human	Facultative	NA	34.052187	-118.243425
Methylobacillus_flagellatus_KT	265072	Non-Human	Aerobe	NA	55.755786	37.617633
Methylobacterium_chloromethanicum_CM4	440085	Non-Human, Soil	Aerobe	NA	47.800499	13.04441
Methylobacterium_extorquens_AM1	272630	Non-Human	Aerobe	NA	NA	NA
Methylobacterium_extorquens_DM4	661410	Non-Human	Aerobe	NA	NA	NA
Methylobacterium_extorquens_PA1	419610	Non-Human	Facultative	NA	NA	NA
Methylobacterium_nodulans_ORS_2060	460265	Non-Human	Aerobe	NA	14.7031	-17.4221
Methylobacterium_populi_BJ001	441620	Non-Human	Aerobe	NA	NA	NA
Methylobacterium_radiotolerans_JCM_2831	426355	Non-Human	Aerobe	NA	NA	NA
Methylobacterium_sp_4_46	426117	Non-Human	Aerobe	NA	NA	NA
Methylocella_silvestris_BL2	395965	Non-Human	Aerobe	NA	50.814788	8.769239
Methylococcus_capsulatus_Bath	243233	Non-Human	Aerobe	NA	NA	NA
Methylophaga_thiooxidans_DMS010	637616	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Methylophilales_bacterium_HTCC2181	383631	Non-Human, Marine (Other)	NA	NA	44.650749	-124.064441
Methylosinus_trichosporium_OB3b	595536	Non-Human, Soil	NA	NA	NA	NA
Methylotenera_mobilis_JLW8	583345	Non-Human	Aerobe	NA	NA	NA
Methylotenera_sp_301	666681	Non-Human	NA	NA	NA	NA
Methylovorus_sp_SIP3_4	582744	Non-Human	Aerobe	NA	NA	NA
Micrococcus_luteus_SK58	596312	Human, Skin	Aerobe	NA	NA	NA
Microcoleus_chthonoplastes_PCC_7420	118168	Non-Human, Marine (Other)	NA	NA	41.51667	-70.68333
Microcystis_aeruginosa_NIES_843	449447	Human	Aerobe	Pathogen	36.040278	140.394167
Micromonospora_aurantiaca_ATCC_27029	644283	Non-Human, Soil	Aerobe	NA	NA	NA
Micromonospora_sp_L5	648999	Non-Human, Soil	Aerobe	NA	20.673	-101.354
Microscilla_marina_ATCC_23134	313606	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Mitsuokella_multacida_DSM_20544	500635	Human, Gut	Anaerobe	NA	NA	NA
Mobiluncus_curtisii_ATCC_43063	548479	Human, Urogenital (Vaginal)	Anaerobe	NA	NA	NA
Mobiluncus_mulieris_28_1	596328	Human, Urogenital (Vaginal)	Anaerobe	NA	NA	NA
Mobiluncus_mulieris_ATCC_35243	585199	Human, Urogenital (Vaginal)	Anaerobe	NA	NA	NA
Moorella_thermoacetica_ATCC_39073	264732	Non-Human	Anaerobe	NA	NA	NA
Moraxella_catarrhalis_RH4	749219	Human, Airways (Other)	Aerobe	Pathogen	NA	NA
Moritella_sp_PE36	58051	Non-Human, Marine (Heterotroph)	NA	NA	33	-122
Mycobacterium_abscessus	36809	Human, Skin	Aerobe	Pathogen	NA	NA
Mycobacterium_avium_104	243243	Human, Soil	Aerobe	Pathogen	NA	NA
Mycobacterium_avium_paratuberculosis_K_10	262316	Non-Human, Farm	Aerobe	Pathogen	NA	NA
Mycobacterium_avium_subsp_avium_ATCC_25291	553481	Non-Human	Aerobe	Pathogen	NA	NA
Mycobacterium_bovis_AF2122_97	233413	Non-Human, Farm	Aerobe	Pathogen	NA	NA
Mycobacterium_bovis_BCG_Pasteur_1173P2	410289	Human	Aerobe	Pathogen	NA	NA
Mycobacterium_bovis_BCG_Tokyo_172	561275	Human	Aerobe	Pathogen	NA	NA
Mycobacterium_gilvum_PYR_GCK	350054	Non-Human, Soil	Aerobe	NA	NA	NA
Mycobacterium_intracellulare_ATCC_13950	487521	Human	Aerobe	Pathogen	NA	NA
Mycobacterium_kansasii_ATCC_12478	557599	Human	Aerobe	Pathogen	NA	NA
Mycobacterium_leprae_Br4923	561304	Human, Skin	Aerobe	Pathogen	NA	NA
Mycobacterium_leprae_TN	272631	Human	Aerobe	Pathogen	11.127123	78.656894
Mycobacterium_marinum_M	216594	Human	Aerobe	Pathogen	37.763385	-122.458081
Mycobacterium_parascrofulaceum_ATCC_BAA_614	525368	Human, Urogenital (Vaginal)	Aerobe	NA	NA	NA
Mycobacterium_smegmatis_MC2_155	246196	Human	Aerobe	Pathogen	NA	NA
Mycobacterium_sp_JLS	164757	Non-Human, Soil	Aerobe	Non-Pathogen	48.38828	115.55581
Mycobacterium_sp_KMS	189918	Non-Human, Soil	Aerobe	Non-Pathogen	48.38828	115.55581
Mycobacterium_sp_MCS	164756	Non-Human, Soil	Aerobe	Non-Pathogen	48.38828	-115.55581
Mycobacterium_tuberculosis_210	164513	Human	Aerobe	Pathogen	NA	NA
Mycobacterium_tuberculosis_CDC1551	83331	Human	Aerobe	Pathogen	NA	NA
Mycobacterium_tuberculosis_EAS054	520140	Human	Aerobe	Pathogen	NA	NA
Mycobacterium_tuberculosis_F11	336982	Human	Aerobe	Pathogen	NA	NA
Mycobacterium_tuberculosis_H37Ra	419947	Human, Airways (Other)	Aerobe	Pathogen	NA	NA
Mycobacterium_tuberculosis_H37Rv	83332	Human, Airways (Other)	Aerobe	Pathogen	NA	NA
Mycobacterium_tuberculosis_KZN_1435	478434	Human	Aerobe	Pathogen	-28.530554	30.895824
Mycobacterium_tuberculosis_KZN_V2475	663887	Human	Aerobe	Pathogen	-24.798703	31.435543
Mycobacterium_ulcerans_Agy99	362242	Human, Skin	Aerobe	Pathogen	NA	NA
Mycobacterium_vanbaalenii_PYR_1	350058	Non-Human	Aerobe	NA	28.304381	-97.03125
Mycoplasma_agalactiae	2110	Non-Human	Facultative	Pathogen	NA	NA
Mycoplasma_agalactiae_PG2	347257	Non-Human	Facultative	Pathogen	NA	NA
Mycoplasma_alligatoris_A21JP2	747682	Non-Human	Facultative	Pathogen	NA	NA
Mycoplasma_arthritidis_158L3_1	243272	Human	Facultative	Pathogen	NA	NA
Mycoplasma_capricolum_capricolum_ATCC_27343	340047	Non-Human, Farm	Facultative	Pathogen	NA	NA
Mycoplasma_conjunctivae	45361	Non-Human, Farm	Facultative	Pathogen	NA	NA
Mycoplasma_crocodyli_MP145	512564	Non-Human	Facultative	Pathogen	-17.829	31.053
Mycoplasma_gallisepticum_R	233150	Non-Human	Facultative	Pathogen	NA	NA
Mycoplasma_gallisepticum_str_F	708616	Non-Human	Facultative	Pathogen	NA	NA
Mycoplasma_gallisepticum_str_R_high	710128	Non-Human	Facultative	Pathogen	NA	NA
Mycoplasma_genitalium_G37	243273	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Mycoplasma_genitalium_G37_454	243273	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Mycoplasma_hominis	2098	Human, Gut	Facultative	Pathogen	NA	NA
Mycoplasma_hyopneumoniae_232	295358	Non-Human	Facultative	Pathogen	NA	NA
Mycoplasma_hyopneumoniae_7448	262722	Non-Human, Farm	Facultative	Pathogen	-27.051537	-52.082512
Mycoplasma_hyopneumoniae_J	262719	Non-Human	Facultative	Non-Pathogen	NA	NA
Mycoplasma_mycoides_mycoides_SC_PG1	272632	Non-Human	Facultative	Pathogen	NA	NA
Mycoplasma_mycoides_subsp_capri_str_GM12_clone_deltatypeIIIres	436113	Non-Human	Anaerobe	Pathogen	NA	NA
Mycoplasma_mycoides_subsp_capri_str_GM12_transgenic_clone_tetM_lacZ	436113	Non-Human	Anaerobe	Pathogen	NA	NA
Mycoplasma_penetrans_HF_2	272633	Human	Facultative	Pathogen	NA	NA
Mycoplasma_pneumoniae_M129	272634	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Mycoplasma_pulmonis_UAB_CTIP	272635	Non-Human	Facultative	Pathogen	NA	NA
Mycoplasma_synoviae_53	262723	Non-Human	Facultative	Pathogen	-12.616181	-47.883649
Myxococcus_xanthus_DK_1622	246197	Non-Human, Soil	Obligate aerobe	Non-Pathogen	NA	NA
Nakamurella_multipartita_DSM_44233	479431	Non-Human	Aerobe	NA	NA	NA
Natranaerobius_thermophilus_JW_NM_WN_LF	457570	Non-Human	Anaerobe	NA	30.325278	30.407222
Natrialba_magadii_ATCC_43099	547559	Non-Human	Aerobe	NA	-1.935	36.253
Natronomonas_pharaonis_DSM_2160	348780	Non-Human	Aerobe	NA	NA	NA
Nautilia_profundicola_Am_H	598659	Non-Human	Obligate anaerobe	NA	12.801944	-103.934444
Neisseria_cinerea_ATCC_14685	546262	Human, Airways (Nasopharynx)	Aerobe	NA	NA	NA
Neisseria_elongata_subsp_glycolytica_ATCC_29315	546263	Human, Airways (Nasopharynx)	Aerobe	NA	NA	NA
Neisseria_flavescens_NRL30031_H210	546264	Human, Airways (Other)	Aerobe	NA	NA	NA
Neisseria_flavescens_SK114	596320	Human, Skin	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_1291	528345	Human	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_35_02	528346	Human	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_DGI18	528347	Human	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_DGI2	528348	Human	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_F62	528351	Human	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_FA19	528352	Human	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_FA6140	528353	Human	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_FA_1090	242231	Human	Aerobe	Pathogen	NA	NA
Neisseria_gonorrhoeae_MS11	528354	Human	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_NCCP11945	521006	Human, Urogenital (Vaginal)	Aerobe	Pathogen	NA	NA
Neisseria_gonorrhoeae_PID1	528355	Human, Urogenital (Other)	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_PID18	528356	Human, Urogenital (Other)	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_PID24_1	528357	Human, Urogenital (Other)	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_PID332	528358	Human, Urogenital (Other)	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_SK_92_679	528359	Human	Aerobe	NA	NA	NA
Neisseria_gonorrhoeae_SK_93_1035	528360	Human	Aerobe	NA	NA	NA
Neisseria_lactamica_ATCC_23970	546265	Human, Airways (Nasopharynx)	Aerobe	NA	NA	NA
Neisseria_meningitidis_053442	374833	Human	Aerobe	Pathogen	NA	NA
Neisseria_meningitidis_8013	604162	Human	Aerobe	Pathogen	NA	NA
Neisseria_meningitidis_FAM18	272831	Human	Aerobe	Pathogen	NA	NA
Neisseria_meningitidis_MC58	122586	Human	Aerobe	Pathogen	NA	NA
Neisseria_meningitidis_Z2491	122587	Human	Aerobe	Pathogen	NA	NA
Neisseria_meningitidis_alpha14	662598	Human	Aerobe	Pathogen	NA	NA
Neisseria_mucosa_M26_ATCC_25996	546266	Human, Airways (Nasopharynx)	Aerobe	NA	NA	NA
Neisseria_polysaccharea_ATCC_43768	546267	Human, Airways (Other)	Aerobe	NA	NA	NA
Neisseria_sicca_ATCC_29256	547045	Human, Airways (Nasopharynx)	Aerobe	NA	NA	NA
Neisseria_subflava_NJ9703	546268	Human, Oral (Other)	Aerobe	NA	NA	NA
Neorickettsia_risticii_str_Illinois	434131	Non-Human, Farm	Aerobe	Pathogen	NA	NA
Neorickettsia_sennetsu_Miyayama	222891	Human	Aerobe	Pathogen	NA	NA
Nisaea_sp_BAL199	331869	Non-Human, Marine (Other)	NA	NA	58.58778	18.24667
Nitratiruptor_sp_SB155_2	387092	Non-Human, Marine (Other)	Anaerobe	NA	27.783333	126.883333
Nitrobacter_hamburgensis_X14	323097	Non-Human, Soil	Aerobe	NA	NA	NA
Nitrobacter_sp_Nb_311A	314253	Non-Human, Marine (Other), Soil	Facultative	NA	-8.8158	13.211231
Nitrobacter_winogradskyi_Nb_255	323098	Non-Human, Soil	Facultative	NA	NA	NA
Nitrococcus_mobilis_Nb_231	314278	Non-Human, Marine (Other)	Aerobe	NA	-0.3	-91.65
Nitrosococcus_halophilus_Nc4	472759	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Nitrosococcus_oceani_AFC27	473788	Non-Human, Marine (Other)	Aerobe	NA	43	-155
Nitrosococcus_oceani_ATCC_19707	323261	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Nitrosomonas_europaea_ATCC_19718	228410	Non-Human, Soil	Aerobe	NA	NA	NA
Nitrosomonas_eutropha_C71	335283	Non-Human	Aerobe	NA	41.8647	-87.6477
Nitrosomonas_sp_AL212	153948	Non-Human, Soil	Aerobe	NA	NA	NA
Nitrosopumilus_maritimus_SCM1	436308	Non-Human	Aerobe	NA	NA	NA
Nitrosospira_multiformis_ATCC_25196	323848	Non-Human, Soil	Aerobe	NA	5.8992	-55.168
Nocardia_farcinica_IFM_10152	247156	Human, Airways (Other), Soil	Aerobe	Pathogen	NA	NA
Nocardioides_sp_JS614	196162	Non-Human, Soil	Aerobe	Non-Pathogen	33.831609	-118.263731
Nocardiopsis_dassonvillei_subsp_dassonvillei_DSM_43111	446468	Human	Aerobe	Pathogen	48.85	2.35
Nodularia_spumigena_CCY9414	313624	Non-Human, Marine (Other)	Aerobe	NA	55.525	16.61917
Nostoc_punctiforme_PCC_73102	63737	Non-Human, Soil	Aerobe	NA	NA	NA
Nostoc_sp_PCC_7120	103690	Non-Human, Soil	Aerobe	NA	NA	NA
Novosphingobium_aromaticivorans_DSM_12444	279238	Human, Soil	Obligate aerobe	NA	33.2842	-81.7263
Oceanibulbus_indolifex_HEL_45	391624	Non-Human, Marine (Other)	Aerobe	NA	54.13333	7.86667
Oceanicaulis_alexandrii_HTCC2633	314254	Non-Human, Marine (Other)	Aerobe	NA	31.666667	-64.166667
Oceanicola_batsensis_HTCC2597	252305	Non-Human, Marine (Other)	Aerobe	NA	31.666667	-64.166667
Oceanicola_granulosus_HTCC2516	314256	Non-Human, Marine (Other)	Aerobe	NA	31.666667	-64.166667
Oceanobacillus_iheyensis_HTE831	221109	Non-Human, Soil	Aerobe	NA	NA	NA
Ochrobactrum_anthropi_ATCC_49188	439375	Human, Soil	Aerobe	Pathogen	NA	NA
Ochrobactrum_intermedium_LMG_3301	641118	Human, Soil	Aerobe	Pathogen	NA	NA
Octadecabacter_antarcticus_238	391616	Non-Human, Marine (Other)	NA	NA	73.016667	-148.516667
Octadecabacter_antarcticus_307	391626	Non-Human	NA	NA	-77.534	166.354
Oenococcus_oeni_ATCC_BAA_1163	379360	Non-Human	Facultative	NA	NA	NA
Oenococcus_oeni_AWRIB429	655225	Non-Human	Facultative	NA	NA	NA
Oenococcus_oeni_PSU_1	203123	Non-Human	Facultative	Non-Pathogen	NA	NA
Oligotropha_carboxidovorans_OM5	504832	Non-Human	NA	NA	NA	NA
Onion_yellows_phytoplasma_OY_M	262768	Non-Human	Aerobe	Pathogen	NA	NA
Opitutaceae_bacterium_TAV2	278957	Non-Human	Facultative	NA	NA	NA
Opitutus_terrae_PB90_1	452637	Non-Human, Soil	Anaerobe	NA	NA	NA
Oribacterium_sinus_F0268	585501	Human, Oral (Other)	NA	NA	NA	NA
Oribacterium_sp_oral_taxon_078_str_F0262	608534	Human, Oral (Other)	NA	NA	NA	NA
Orientia_tsutsugamushi_Boryong	357244	Human	Aerobe	Pathogen	37.538777	127.665269
Orientia_tsutsugamushi_Ikeda	334380	Human	Aerobe	Pathogen	37.953511	139.031525
Oxalobacter_formigenes_HOxBLS	556268	Human, Gut	Anaerobe	NA	NA	NA
Oxalobacter_formigenes_OXCC13	556269	Human, Gut	Anaerobe	NA	NA	NA
Paenibacillus_sp_JDR_2	324057	Non-Human	Aerobe	NA	NA	NA
Paenibacillus_sp_oral_taxon_786_str_D14	621372	Human, Oral (Other)	Aerobe	NA	NA	NA
Pantoea_ananatis_LMG_20103	706191	Non-Human	Facultative	Pathogen	-27	30.8
Parabacteroides_distasonis_ATCC_8503	435591	Human, Gut	Anaerobe	Pathogen	NA	NA
Parabacteroides_johnsonii_DSM_18315	537006	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Parabacteroides_merdae_ATCC_43184	411477	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Parabacteroides_sp_D13	563193	Non-Human	NA	NA	NA	NA
Parachlamydia_acanthamoebae_str_Hall	159254	Non-Human	NA	NA	NA	NA
Paracoccus_denitrificans_PD1222	318586	Non-Human, Soil	Aerobe	NA	NA	NA
